sourcetype,tech_category,scope,security_classification,security_relevance,data_models,vendor,description,expanded_desc
vector:metrics,app,operational,,none,Performance.All_Performance,Datadog,Vector observability pipeline metrics,Vector observability pipeline internal metric stream - throughput and lag per Vector pipeline stage. Operational instrumentation.
vmstat,linux,operational,,none,"Performance.CPU, Performance.Memory",Linux/Unix,Virtual memory statistics,"Splunk_TA_nix `vmstat` scripted input - virtual memory, swap, system context-switch, and CPU statistics. Performance telemetry."
vmware:esxi,app,operational,,low,"Authentication.Authentication, Change.All_Changes",VMware,VMware ESXi host syslog,"VMware ESXi hypervisor syslog - hostd, vmkernel, vpxa, fdm, and other ESXi component messages. Operational core source with audit-trail security relevance."
vmware:horizon,app,"security, operational",,med,"Authentication.Authentication, Network_Sessions.All_Sessions",VMware,VMware Horizon VDI logs,"VMware Horizon VDI logs - connection broker, agent, and security server events including user session connects and authentication."
vmware:nsx,network,"security, operational",FW,med,"Network_Traffic.All_Traffic, Change.All_Changes",VMware,VMware NSX network logs,"VMware NSX network virtualization log umbrella - manager, controller, and edge messages from NSX-T / NSX Data Center. Operational with security overlap."
vmware:nsx:firewall,network,security,FW,high,Network_Traffic.All_Traffic,VMware,VMware NSX distributed firewall,VMware NSX Distributed Firewall log - east-west micro-segmentation firewall hits on the hypervisor data plane. Feeds Network_Traffic.All_Traffic.
vmware:vcenter,app,operational,,low,"Change.All_Changes, Authentication.Authentication",VMware,VMware vCenter server logs,VMware vCenter Server log catch-all - VPXD and platform service component messages. Operational core source for VMware control plane.
vmware:vcenter:events,app,operational,,low,Change.All_Changes,VMware,VMware vCenter event stream,"VMware vCenter event stream - user-visible task and event objects (vMotion, snapshot, login, permission change). Feeds Change and Authentication data models."
vmware:vsphere:events,app,operational,,low,Change.All_Changes,VMware,VMware vSphere event logs,VMware vSphere event log produced by the Splunk Add-on for VMware - normalized control-plane events from vCenter / ESXi. Similar payload to vmware:vcenter:events.
vmware-vgauthsvc.log,app,security,IAM,high,Authentication.Authentication,VMware,Authentication logs (vmware-vgauthsvc.log),"VMware Tools guest VGAuth service log on a Windows or Linux guest - guest-to-host authentication broker activity. Operational diagnostic, with weak Auth relevance."
vmware-vmtoolsd-root,app,operational,,low,,VMware,VMware Tools daemon logs,"VMware Tools daemon (vmtoolsd) log running as root on a guest - guest-host integration messages: heartbeats, customization, quiesce."
w,linux,operational,,low,Authentication.Authentication,Linux/Unix,Who is logged in and what they're doing,Splunk_TA_nix `w` command output - active interactive sessions with idle time and active command. Authentication data model contributor.
waagent,azure,operational,,low,,Microsoft,Azure Linux agent logs,"Azure Linux Agent (waagent) operational log on Linux VMs - provisioning, extension handler invocations, heartbeat, and metadata service interactions."
watchguard,network,security,NGFW,high,"Network_Traffic.All_Traffic, Intrusion_Detection.IDS_Attacks",WatchGuard,WatchGuard firewall logs,"WatchGuard Firebox NGFW syslog - traffic, IPS, AV, application control events. Feeds Network_Traffic, IDS data models."
wazuh,security,security,EDR,high,"Intrusion_Detection.IDS_Attacks, Alerts.Alerts",Wazuh,Wazuh security monitoring logs,"Wazuh (OSSEC fork) HIDS event log - same agent capabilities (log analysis, FIM, vulnerability detection, cloud) plus added compliance modules."
webex,app,operational,,low,Authentication.Authentication,Cisco,Webex video conferencing logs,"Cisco Webex collaboration platform logs - meeting, messaging, and admin activity from Webex Control Hub. Operational with audit-trail security value when admin events are included."
weblogic,app,security,,med,Web.Web,Oracle,Oracle WebLogic server logs,"Oracle WebLogic Server log - admin server / managed server events, deployment activity, JTA/JDBC errors."
websense,network,security,SWG,high,"Web.Proxy, Network_Traffic.All_Traffic",Forcepoint,Websense web security logs,Legacy Websense (now Forcepoint) web security log - same per-request URL filter and category decision payload from older deployments.
websphere,app,security,,med,Web.Web,IBM,IBM WebSphere server logs,"IBM WebSphere Application Server log - SystemOut/SystemErr, FFDC, security, and runtime container messages."
who,linux,operational,,low,Authentication.Authentication,Linux/Unix,Logged in users,Splunk_TA_nix `who` command output - currently logged-in users from utmp. Authentication snapshot.
WinEventLog,windows,security,EDR,high,"Authentication.Authentication, Endpoint.Processes, Malware.Malware_Operations",Microsoft,Windows Event Log,"Generic Windows Event Log sourcetype - the base sourcetype before channel-specific routing. Usually further refined to WinEventLog:Security, :Application, :System, etc."
WinEventLog:Application,windows,operational,,low,Application_State.All_Application_State,Microsoft,Windows Application event log,"Windows Application event log - application crashes, MSI installations, application-emitted events."
WinEventLog:Directory Service,windows,security,IAM,high,"Authentication.Authentication, Change.All_Changes",Microsoft,Active Directory DS event log,"Windows Active Directory Domain Services event log on domain controllers - directory service startup, schema changes, replication errors, KDC events."
WinEventLog:DNS Server,windows,"security, operational",,med,Network_Resolution.DNS,Microsoft,Windows DNS Server event log,"Windows DNS Server event log - service start/stop, zone load failures, dynamic update issues."
WinEventLog:Microsoft-Windows-AppLocker/EXE and DLL,windows,security,EDR,high,Endpoint.Processes,Microsoft,Windows AppLocker EXE/DLL log,AppLocker EXE and DLL channel - executable and library allowed/audited/blocked decisions based on AppLocker policy.
WinEventLog:Microsoft-Windows-AppLocker/MSI and Script,windows,security,EDR,high,Endpoint.Processes,Microsoft,Windows AppLocker script log,AppLocker MSI and Script channel - script and installer allowed/audited/blocked decisions.
WinEventLog:Microsoft-Windows-Bits-Client/Operational,windows,security,EDR,med,Endpoint.Processes,Microsoft,Windows BITS client log,"Windows BITS client operational log - background transfer job creation, progress, completion, and errors."
WinEventLog:Microsoft-Windows-CodeIntegrity/Operational,windows,security,EPP,high,Malware.Malware_Operations,Microsoft,Windows Code Integrity events,"Windows Code Integrity / WDAC operational log - kernel-mode and user-mode binary integrity verifications, blocked load events."
WinEventLog:Microsoft-Windows-Defender/Operational,windows,security,EDR,high,"Malware.Malware_Attacks, Endpoint.Processes",Microsoft,Windows Defender operational log,"Microsoft Defender Antivirus operational event log - scan results, threat detections, real-time protection state."
WinEventLog:Microsoft-Windows-NTLM/Operational,windows,security,IAM,high,Authentication.Authentication,Microsoft,Windows NTLM operational log,Windows NTLM operational log - NTLM authentication audit events for hunting downgrade attacks and lingering NTLM use.
WinEventLog:Microsoft-Windows-PowerShell/Operational,windows,security,EDR,high,Endpoint.Processes,Microsoft,Windows PowerShell operational log,"PowerShell operational log - module load events, pipeline execution details (4103/4104), and provider activity. Key sourcetype for PowerShell threat hunting."
WinEventLog:Microsoft-Windows-Sysmon/Operational,windows,security,EDR,high,"Endpoint.Processes, Endpoint.Registry, Network_Traffic.All_Traffic",Microsoft,Windows Sysmon event logs,"Microsoft Sysinternals Sysmon events from the Microsoft-Windows-Sysmon/Operational channel - process creation, network connections, file/registry changes, image loads, DNS queries. High-value endpoint telemetry."
WinEventLog:Microsoft-Windows-TaskScheduler/Operational,windows,security,EDR,med,"Endpoint.Processes, Change.All_Changes",Microsoft,Windows Task Scheduler log,"Windows Task Scheduler operational log - task creation, registration, execution, and history events. Used to detect malicious persistence."
WinEventLog:Microsoft-Windows-TerminalServices-RemoteConnectionManager/Operational,windows,security,IAM,high,"Authentication.Authentication, Network_Sessions.All_Sessions",Microsoft,RDP connection manager log,"Windows RDP connection manager log - RDP listener events, incoming session establishment, connection routing decisions."
WinEventLog:Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,windows,security,FW,high,Network_Traffic.All_Traffic,Microsoft,Windows Firewall event log,"Windows Firewall with Advanced Security event log - allowed/dropped connections (when auditing enabled), rule changes, firewall state changes."
WinEventLog:Microsoft-Windows-WMI-Activity/Operational,windows,security,EDR,high,Endpoint.Processes,Microsoft,Windows WMI activity log,Windows WMI activity log - WMI query operations and provider activity. Used to detect WMI-based lateral movement and persistence.
WinEventLog:Security,windows,security,EDR,high,"Authentication.Authentication, Change.All_Changes, Endpoint.Processes",Microsoft,Windows Security event log,"Windows Security event log - logon/logoff, account management, privilege use, object access, policy changes. Foundational sourcetype for Windows authentication and audit detections."
WinEventLog:System,windows,operational,,low,Change.All_Changes,Microsoft,Windows System event log,"Windows System event log - OS-level events: service control, driver load failures, hardware errors, time service changes."
WinHostMon,windows,operational,,low,"Compute_Inventory.All_Inventory, Endpoint.Processes",Microsoft,Windows host monitoring data,"Windows host monitoring data from the Splunk Universal Forwarder host monitor input - processes, services, network ports, drivers, hardware."
wireshark,network,security,,med,Network_Traffic.All_Traffic,Wireshark,Wireshark packet capture data,Wireshark capture metadata or output - protocol decode similar to tshark with GUI-derived export formats.
