source,"source_desc",field,"field_desc",notes
"ssef_search_jobs_tracker",,"info_messages","Info Messages",
"ssef_search_jobs_tracker",,isBatchModeSearch,Isbatchmodesearch,
"ssef_search_jobs_tracker",,isEventsPreviewEnabled,"Status or flag for iseventspreviewd",
"ssef_search_jobs_tracker",,isGoodSummarizationCandidate,"Time or timestamp related to isgoodsummarizationcandidate",
"ssef_search_jobs_tracker",,isPreviewEnabled,"Status or flag for ispreviewd",
"ssef_search_jobs_tracker",,isRealTimeSearch,"Time or timestamp related to isrealtimesearch",
"ssef_search_jobs_tracker",,isRemoteTimeline,"Time or timestamp related to isremotetimeline",
"ssef_search_jobs_tracker",,keywords,Keywords,
"ssef_search_jobs_tracker",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_search_jobs_tracker",,meanPreviewPeriod,Meanpreviewperiod,
"ssef_search_jobs_tracker",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_search_jobs_tracker",,numPreviews,Numpreviews,
"ssef_search_jobs_tracker",,pid,Pid,
"ssef_search_jobs_tracker",,priority,"Execution or processing priority level",
"ssef_search_jobs_tracker",,provenance,"Source or origin information of the data or configuration",
"ssef_search_jobs_tracker",,published,Published,
"ssef_search_jobs_tracker",,"request_auto_cancel","Request Auto Cancel",
"ssef_search_jobs_tracker",,"request_custom_workload_pool","Request Custom Workload Pool",
"ssef_search_jobs_tracker",,"request_workload_pool","Request Workload Pool",
"ssef_search_jobs_tracker",,resultIsStreaming,Resultisstreaming,
"ssef_search_jobs_tracker",,resultPreviewCount,"Count or total of resultpreview",
"ssef_search_jobs_tracker",,"result_count","Count or total of result",
"ssef_search_jobs_tracker",,role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_search_jobs_tracker",,"runtime_auto_cancel","Time or timestamp related to runtime auto cancel",
"ssef_search_jobs_tracker",,"runtime_auto_pause","Time or timestamp related to runtime auto pause",
"ssef_search_jobs_tracker",,sampleRatio,Sampleratio,
"ssef_search_jobs_tracker",,sampleSeed,Sampleseed,
"ssef_search_jobs_tracker",,"savedsearch_name","Name of the saved search object",
"ssef_search_jobs_tracker",,"scan_count","Number of events scanned or processed",
"ssef_search_jobs_tracker",,search,"SPL search query or search expression",
"ssef_search_jobs_tracker",,searchCanBeEventType,Searchcanbeeventtype,
"ssef_search_jobs_tracker",,"search_et","Search Et",
"ssef_search_jobs_tracker",,"search_id_normalized","Search Id Normalized",
"ssef_search_jobs_tracker",,"search_lt","Search Lt",
"ssef_search_jobs_tracker",,sid,Sid,
"ssef_search_jobs_tracker",,status,"Current status",
"ssef_search_jobs_tracker",,"total_run_time","Total execution time for a job or process",
"ssef_search_jobs_tracker",,ttl,Ttl,
"ssef_search_jobs_tracker",,updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_search_jobs_tracker",,user,"The user account or username associated with the action or object",
"ssef_search_jobs_tracker",,"warn_messages","Warn Messages",
"ssef_search_jobs_tracker",,"workload_action_information","Workload Action Information",
"ssef_search_jobs_tracker",,"workload_pool","Resource allocation pool or workload pool name",
"ssef_searchbase_backup",,"acl_removable","Indicates whether the knowledge object can be removed or deleted.",
"ssef_searchbase_backup",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_searchbase_backup",,author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_searchbase_backup",,bookmark,Bookmark,
"ssef_searchbase_backup",,category,Category,
"ssef_searchbase_backup",,"date_created","Time or timestamp related to date created",
"ssef_searchbase_backup",,"date_created_epoch","Time or timestamp related to date created epoch",
"ssef_searchbase_backup",,"date_updated","Time or timestamp related to date updated",
"ssef_searchbase_backup",,"default_viz","Default Viz",
"ssef_searchbase_backup",,description,"Human-readable description or documentation of the object",
"ssef_searchbase_backup",,disabled,"Flag indicating whether the object is disabled or enabled",
"ssef_searchbase_backup",,"dispatch_context","Dispatch Context",
"ssef_searchbase_backup",,"dispatch_context_force","Dispatch Context Force",
"ssef_searchbase_backup",,"dispatch_context_uid","Dispatch Context Uid",
"ssef_searchbase_backup",,"dispatch_earliest_time","Earliest time boundary for search dispatch",
"ssef_searchbase_backup",,"dispatch_latest_time","Latest time boundary for search dispatch",
"ssef_searchbase_backup",,"env_run","Env Run",
"ssef_searchbase_backup",,"execution_plan","Execution Plan",
"ssef_searchbase_backup",,explanation,Explanation,
"ssef_searchbase_backup",,id,Id,
"ssef_searchbase_backup",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_searchbase_backup",,"diagnostic_searches","Diagnostic Searches",
"ssef_searchbase_backup",,list,List,
"ssef_searchbase_backup",,published,Published,
"ssef_searchbase_backup",,quid,Quid,
"ssef_searchbase_backup",,ranking,Ranking,
"ssef_searchbase_backup",,"related_info","Related Info",
"ssef_searchbase_backup",,"related_summary_searches","Related Summary Searches",
"ssef_searchbase_backup",,search,"SPL search query or search expression",
"ssef_searchbase_backup",,"search_author","Search Author",
"ssef_searchbase_backup",,"search_hidden","Search Hidden",
"ssef_searchbase_backup",,"search_name","Search Name",
"ssef_searchbase_backup",,"search_origin","Search Origin",
"ssef_searchbase_backup",,"search_parent","Search Parent",
"ssef_searchbase_backup",,"search_post","Search Post",
"ssef_searchbase_backup",,"search_type","Type or category of search (e.g., historical, real-time)",
"ssef_searchbase_backup",,"severity_critical_text","Severity Critical Text",
"ssef_searchbase_backup",,"severity_high_text","Severity High Text",
"ssef_searchbase_backup",,"severity_info_text","Severity Info Text",
"ssef_searchbase_backup",,"severity_low_text","Severity Low Text",
"ssef_searchbase_backup",,"severity_medium_text","Severity Medium Text",
"ssef_searchbase_backup",,"severity_normal_text","Severity Normal Text",
"ssef_searchbase_backup",,"sleep_after","Sleep After",
"ssef_searchbase_backup",,solution,Solution,
"ssef_searchbase_backup",,"splunk_certified","Splunk Certified",
"ssef_searchbase_backup",,"splunk_server","Splunk Server",
"ssef_searchbase_backup",,"ssef_cron","Ssef Cron",
"ssef_searchbase_backup",,"sub_category","Sub Category",
"ssef_searchbase_backup",,tags,"List of tags or labels",
"ssef_searchbase_backup",,"target_component","Target Component",
"ssef_searchbase_backup",,"temp_replace_by","Temp Replace By",
"ssef_searchbase_backup",,"temp_replace_of","Temp Replace Of",
"ssef_searchbase_backup",,title,"A user-friendly display name or title for the knowledge object",
"ssef_searchbase_backup",,updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_searchbase_backup",,"updated_author","Time or timestamp related to updated author",
"ssef_searchbase_backup",,version,"Version number or identifier of the object",
"ssef_searchbase_backup",,"viz_options","Viz Options",
"ssef_shcluster_config",,"Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_shcluster_config",,"adhoc_searchhead","Adhoc Searchhead",
"ssef_shcluster_config",,"async_replicate_on_proxy","Async Replicate On Proxy",
"ssef_shcluster_config",,"captain_is_adhoc_searchhead","Status or flag for captain adhoc searchhead",
"ssef_shcluster_config",,"conf_deploy_fetch_url","Conf Deploy Fetch Url",
"ssef_shcluster_config",,"cxn_timeout","Time or timestamp related to cxnout",
"ssef_shcluster_config",,"decommission_search_jobs_wait_secs","Decommission Search Jobs Wait Secs",
"ssef_shcluster_config",,"dynamic_captain","Dynamic Captain",
"ssef_shcluster_config",,"heartbeat_period","Heartbeat Period",
"ssef_shcluster_config",,"heartbeat_timeout","Time or timestamp related to heartbeatout",
"ssef_shcluster_config",,"host_fqdn","Host Fqdn",
"ssef_shcluster_config",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_shcluster_config",,"manual_detention","Manual Detention",
"ssef_shcluster_config",,"max_peer_rep_load","Maximum limit for peer rep load",
"ssef_shcluster_config",,mode,Mode,
"ssef_shcluster_config",,"percent_peers_to_restart","Percentage of  peers to restart",
"ssef_shcluster_config",,"ping_flag","Ping Flag",
"ssef_shcluster_config",,"preferred_captain","Preferred Captain",
"ssef_shcluster_config",,"quiet_period","Quiet Period",
"ssef_shcluster_config",,"rcv_timeout","Time or timestamp related to rcvout",
"ssef_shcluster_config",,"register_replication_address","Register Replication Address",
"ssef_shcluster_config",,"rep_cxn_timeout","Time or timestamp related to rep cxnout",
"ssef_shcluster_config",,"rep_max_rcv_timeout","Maximum limit for rep rcv timeout",
"ssef_shcluster_config",,"rep_max_send_timeout","Maximum limit for rep send timeout",
"ssef_shcluster_config",,"rep_rcv_timeout","Time or timestamp related to rep rcvout",
"ssef_shcluster_config",,"rep_send_timeout","Time or timestamp related to rep sendout",
"ssef_shcluster_config",,"replication_factor","Replication Factor",
"ssef_shcluster_config",,"replication_port","Replication Port",
"ssef_shcluster_config",,"replication_use_ssl","Replication Use Ssl",
"ssef_shcluster_config",,"restart_timeout","Time or timestamp related to restartout",
"ssef_shcluster_config",,"rolling_restart","Rolling Restart",
"ssef_shcluster_config",,"send_timeout","Time or timestamp related to sendout",
"ssef_sourcetype_search_activity_usage_tracker",,firstSearched,Firstsearched,
"ssef_sourcetype_search_activity_usage_tracker",,lastSearched,Lastsearched,
"ssef_sourcetype_search_activity_usage_tracker",,"sourcetype_name","Sourcetype Name",
"ssef_splunk_instance_info",,guid,Guid,
"ssef_splunk_instance_info",,"host_fqdn","Host Fqdn",
"ssef_splunk_instance_info",,"host_name","Host Name",
"ssef_splunk_instance_info",,"host_resolved","Host Resolved",
"ssef_splunk_instance_info",,isForwarding,Isforwarding,
"ssef_splunk_instance_info",,"is_connected","Status or flag for connected",
"ssef_splunk_instance_info",,"is_search_head","Status or flag for search head",
"ssef_splunk_instance_info",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_splunk_instance_info",,"lower_splunk_server","Lower Splunk Server",
"ssef_splunk_instance_info",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
