codepoints,emoji,group,name,"sub_group"
1F342,"🍂","Animals & Nature","fallen leaf","plant-other"
1F343,"🍃","Animals & Nature","leaf fluttering in wind","plant-other"
1F347,"🍇","Food & Drink",grapes,"food-fruit"
1F348,"🍈","Food & Drink",melon,"food-fruit"
1F349,"🍉","Food & Drink",watermelon,"food-fruit"
1F34A,"🍊","Food & Drink",tangerine,"food-fruit"
1F34B,"🍋","Food & Drink",lemon,"food-fruit"
1F34C,"🍌","Food & Drink",banana,"food-fruit"
1F34D,"🍍","Food & Drink",pineapple,"food-fruit"
1F96D,"🥭","Food & Drink",mango,"food-fruit"
1F34E,"🍎","Food & Drink","red apple","food-fruit"
1F34F,"🍏","Food & Drink","green apple","food-fruit"
1F350,"🍐","Food & Drink",pear,"food-fruit"
1F351,"🍑","Food & Drink",peach,"food-fruit"
1F352,"🍒","Food & Drink",cherries,"food-fruit"
1F353,"🍓","Food & Drink",strawberry,"food-fruit"
1FAD0,"🫐","Food & Drink",blueberries,"food-fruit"
1F95D,"🥝","Food & Drink","kiwi fruit","food-fruit"
1F345,"🍅","Food & Drink",tomato,"food-fruit"
1FAD2,"🫒","Food & Drink",olive,"food-fruit"
1F965,"🥥","Food & Drink",coconut,"food-fruit"
1F951,"🥑","Food & Drink",avocado,"food-vegetable"
1F346,"🍆","Food & Drink",eggplant,"food-vegetable"
1F954,"🥔","Food & Drink",potato,"food-vegetable"
1F955,"🥕","Food & Drink",carrot,"food-vegetable"
1F33D,"🌽","Food & Drink","ear of corn","food-vegetable"
"1F336 FE0F","🌶️","Food & Drink","hot pepper","food-vegetable"
1F336,"🌶","Food & Drink","hot pepper","food-vegetable"
1FAD1,"🫑","Food & Drink","bell pepper","food-vegetable"
1F952,"🥒","Food & Drink",cucumber,"food-vegetable"
1F96C,"🥬","Food & Drink","leafy green","food-vegetable"
1F966,"🥦","Food & Drink",broccoli,"food-vegetable"
1F9C4,"🧄","Food & Drink",garlic,"food-vegetable"
1F9C5,"🧅","Food & Drink",onion,"food-vegetable"
1F344,"🍄","Food & Drink",mushroom,"food-vegetable"
1F95C,"🥜","Food & Drink",peanuts,"food-vegetable"
1F330,"🌰","Food & Drink",chestnut,"food-vegetable"
1F35E,"🍞","Food & Drink",bread,"food-prepared"
1F950,"🥐","Food & Drink",croissant,"food-prepared"
1F956,"🥖","Food & Drink","baguette bread","food-prepared"
1FAD3,"🫓","Food & Drink",flatbread,"food-prepared"
1F968,"🥨","Food & Drink",pretzel,"food-prepared"
1F96F,"🥯","Food & Drink",bagel,"food-prepared"
1F95E,"🥞","Food & Drink",pancakes,"food-prepared"
1F9C7,"🧇","Food & Drink",waffle,"food-prepared"
1F9C0,"🧀","Food & Drink","cheese wedge","food-prepared"
1F356,"🍖","Food & Drink","meat on bone","food-prepared"
1F357,"🍗","Food & Drink","poultry leg","food-prepared"
1F969,"🥩","Food & Drink","cut of meat","food-prepared"
1F953,"🥓","Food & Drink",bacon,"food-prepared"
1F354,"🍔","Food & Drink",hamburger,"food-prepared"
1F35F,"🍟","Food & Drink","french fries","food-prepared"
1F355,"🍕","Food & Drink",pizza,"food-prepared"
1F32D,"🌭","Food & Drink","hot dog","food-prepared"
1F96A,"🥪","Food & Drink",sandwich,"food-prepared"
1F32E,"🌮","Food & Drink",taco,"food-prepared"
1F32F,"🌯","Food & Drink",burrito,"food-prepared"
1FAD4,"🫔","Food & Drink",tamale,"food-prepared"
1F959,"🥙","Food & Drink","stuffed flatbread","food-prepared"
1F9C6,"🧆","Food & Drink",falafel,"food-prepared"
1F95A,"🥚","Food & Drink",egg,"food-prepared"
1F373,"🍳","Food & Drink",cooking,"food-prepared"
1F958,"🥘","Food & Drink","shallow pan of food","food-prepared"
1F372,"🍲","Food & Drink","pot of food","food-prepared"
1FAD5,"🫕","Food & Drink",fondue,"food-prepared"
1F963,"🥣","Food & Drink","bowl with spoon","food-prepared"
1F957,"🥗","Food & Drink","green salad","food-prepared"
1F37F,"🍿","Food & Drink",popcorn,"food-prepared"
1F9C8,"🧈","Food & Drink",butter,"food-prepared"
1F9C2,"🧂","Food & Drink",salt,"food-prepared"
1F96B,"🥫","Food & Drink","canned food","food-prepared"
1F371,"🍱","Food & Drink","bento box","food-asian"
1F358,"🍘","Food & Drink","rice cracker","food-asian"
1F359,"🍙","Food & Drink","rice ball","food-asian"
1F35A,"🍚","Food & Drink","cooked rice","food-asian"
1F35B,"🍛","Food & Drink","curry rice","food-asian"
1F35C,"🍜","Food & Drink","steaming bowl","food-asian"
1F35D,"🍝","Food & Drink",spaghetti,"food-asian"
1F360,"🍠","Food & Drink","roasted sweet potato","food-asian"
1F362,"🍢","Food & Drink",oden,"food-asian"
1F363,"🍣","Food & Drink",sushi,"food-asian"
1F364,"🍤","Food & Drink","fried shrimp","food-asian"
1F365,"🍥","Food & Drink","fish cake with swirl","food-asian"
1F96E,"🥮","Food & Drink","moon cake","food-asian"
1F361,"🍡","Food & Drink",dango,"food-asian"
1F95F,"🥟","Food & Drink",dumpling,"food-asian"
1F960,"🥠","Food & Drink","fortune cookie","food-asian"
1F961,"🥡","Food & Drink","takeout box","food-asian"
1F980,"🦀","Food & Drink",crab,"food-marine"
1F99E,"🦞","Food & Drink",lobster,"food-marine"
1F990,"🦐","Food & Drink",shrimp,"food-marine"
1F991,"🦑","Food & Drink",squid,"food-marine"
1F9AA,"🦪","Food & Drink",oyster,"food-marine"
1F366,"🍦","Food & Drink","soft ice cream","food-sweet"
1F367,"🍧","Food & Drink","shaved ice","food-sweet"
1F368,"🍨","Food & Drink","ice cream","food-sweet"
1F369,"🍩","Food & Drink",doughnut,"food-sweet"
1F36A,"🍪","Food & Drink",cookie,"food-sweet"
1F382,"🎂","Food & Drink","birthday cake","food-sweet"
1F370,"🍰","Food & Drink",shortcake,"food-sweet"
1F9C1,"🧁","Food & Drink",cupcake,"food-sweet"
1F967,"🥧","Food & Drink",pie,"food-sweet"
1F36B,"🍫","Food & Drink","chocolate bar","food-sweet"
1F36C,"🍬","Food & Drink",candy,"food-sweet"
1F36D,"🍭","Food & Drink",lollipop,"food-sweet"
1F36E,"🍮","Food & Drink",custard,"food-sweet"
1F36F,"🍯","Food & Drink","honey pot","food-sweet"
1F37C,"🍼","Food & Drink","baby bottle",drink
1F95B,"🥛","Food & Drink","glass of milk",drink
2615,"☕","Food & Drink","hot beverage",drink
1FAD6,"🫖","Food & Drink",teapot,drink
1F375,"🍵","Food & Drink","teacup without handle",drink
1F376,"🍶","Food & Drink",sake,drink
1F37E,"🍾","Food & Drink","bottle with popping cork",drink
1F377,"🍷","Food & Drink","wine glass",drink
1F378,"🍸","Food & Drink","cocktail glass",drink
1F379,"🍹","Food & Drink","tropical drink",drink
1F37A,"🍺","Food & Drink","beer mug",drink
1F37B,"🍻","Food & Drink","clinking beer mugs",drink
1F942,"🥂","Food & Drink","clinking glasses",drink
1F943,"🥃","Food & Drink","tumbler glass",drink
1F964,"🥤","Food & Drink","cup with straw",drink
1F9CB,"🧋","Food & Drink","bubble tea",drink
1F9C3,"🧃","Food & Drink","beverage box",drink
1F9C9,"🧉","Food & Drink",mate,drink
1F9CA,"🧊","Food & Drink",ice,drink
1F962,"🥢","Food & Drink",chopsticks,dishware
"1F37D FE0F","🍽️","Food & Drink","fork and knife with plate",dishware
1F37D,"🍽","Food & Drink","fork and knife with plate",dishware
1F374,"🍴","Food & Drink","fork and knife",dishware
1F944,"🥄","Food & Drink",spoon,dishware
1F52A,"🔪","Food & Drink","kitchen knife",dishware
1F3FA,"🏺","Food & Drink",amphora,dishware
1F30D,"🌍","Travel & Places","globe showing Europe-Africa","place-map"
1F30E,"🌎","Travel & Places","globe showing Americas","place-map"
1F30F,"🌏","Travel & Places","globe showing Asia-Australia","place-map"
1F310,"🌐","Travel & Places","globe with meridians","place-map"
"1F5FA FE0F","🗺️","Travel & Places","world map","place-map"
1F5FA,"🗺","Travel & Places","world map","place-map"
1F5FE,"🗾","Travel & Places","map of Japan","place-map"
1F9ED,"🧭","Travel & Places",compass,"place-map"
"1F3D4 FE0F","🏔️","Travel & Places","snow-capped mountain","place-geographic"
1F3D4,"🏔","Travel & Places","snow-capped mountain","place-geographic"
"26F0 FE0F","⛰️","Travel & Places",mountain,"place-geographic"
26F0,"⛰","Travel & Places",mountain,"place-geographic"
1F30B,"🌋","Travel & Places",volcano,"place-geographic"
1F5FB,"🗻","Travel & Places","mount fuji","place-geographic"
"1F3D5 FE0F","🏕️","Travel & Places",camping,"place-geographic"
1F3D5,"🏕","Travel & Places",camping,"place-geographic"
"1F3D6 FE0F","🏖️","Travel & Places","beach with umbrella","place-geographic"
1F3D6,"🏖","Travel & Places","beach with umbrella","place-geographic"
"1F3DC FE0F","🏜️","Travel & Places",desert,"place-geographic"
1F3DC,"🏜","Travel & Places",desert,"place-geographic"
"1F3DD FE0F","🏝️","Travel & Places","desert island","place-geographic"
1F3DD,"🏝","Travel & Places","desert island","place-geographic"
"1F3DE FE0F","🏞️","Travel & Places","national park","place-geographic"
1F3DE,"🏞","Travel & Places","national park","place-geographic"
"1F3DF FE0F","🏟️","Travel & Places",stadium,"place-building"
1F3DF,"🏟","Travel & Places",stadium,"place-building"
"1F3DB FE0F","🏛️","Travel & Places","classical building","place-building"
1F3DB,"🏛","Travel & Places","classical building","place-building"
"1F3D7 FE0F","🏗️","Travel & Places","building construction","place-building"
1F3D7,"🏗","Travel & Places","building construction","place-building"
1F9F1,"🧱","Travel & Places",brick,"place-building"
1FAA8,"🪨","Travel & Places",rock,"place-building"
1FAB5,"🪵","Travel & Places",wood,"place-building"
1F6D6,"🛖","Travel & Places",hut,"place-building"
"1F3D8 FE0F","🏘️","Travel & Places",houses,"place-building"
1F3D8,"🏘","Travel & Places",houses,"place-building"
"1F3DA FE0F","🏚️","Travel & Places","derelict house","place-building"
1F3DA,"🏚","Travel & Places","derelict house","place-building"
1F3E0,"🏠","Travel & Places",house,"place-building"
1F3E1,"🏡","Travel & Places","house with garden","place-building"
1F3E2,"🏢","Travel & Places","office building","place-building"
1F3E3,"🏣","Travel & Places","Japanese post office","place-building"
1F3E4,"🏤","Travel & Places","post office","place-building"
1F3E5,"🏥","Travel & Places",hospital,"place-building"
1F3E6,"🏦","Travel & Places",bank,"place-building"
1F3E8,"🏨","Travel & Places",hotel,"place-building"
1F3E9,"🏩","Travel & Places","love hotel","place-building"
1F3EA,"🏪","Travel & Places","convenience store","place-building"
1F3EB,"🏫","Travel & Places",school,"place-building"
1F3EC,"🏬","Travel & Places","department store","place-building"
1F3ED,"🏭","Travel & Places",factory,"place-building"
1F3EF,"🏯","Travel & Places","Japanese castle","place-building"
1F3F0,"🏰","Travel & Places",castle,"place-building"
1F492,"💒","Travel & Places",wedding,"place-building"
1F5FC,"🗼","Travel & Places","Tokyo tower","place-building"
1F5FD,"🗽","Travel & Places","Statue of Liberty","place-building"
26EA,"⛪","Travel & Places",church,"place-religious"
1F54C,"🕌","Travel & Places",mosque,"place-religious"
1F6D5,"🛕","Travel & Places","hindu temple","place-religious"
1F54D,"🕍","Travel & Places",synagogue,"place-religious"
"26E9 FE0F","⛩️","Travel & Places","shinto shrine","place-religious"
26E9,"⛩","Travel & Places","shinto shrine","place-religious"
1F54B,"🕋","Travel & Places",kaaba,"place-religious"
26F2,"⛲","Travel & Places",fountain,"place-other"
26FA,"⛺","Travel & Places",tent,"place-other"
1F301,"🌁","Travel & Places",foggy,"place-other"
1F303,"🌃","Travel & Places","night with stars","place-other"
"1F3D9 FE0F","🏙️","Travel & Places",cityscape,"place-other"
1F3D9,"🏙","Travel & Places",cityscape,"place-other"
1F304,"🌄","Travel & Places","sunrise over mountains","place-other"
1F305,"🌅","Travel & Places",sunrise,"place-other"
1F306,"🌆","Travel & Places","cityscape at dusk","place-other"
1F307,"🌇","Travel & Places",sunset,"place-other"
1F309,"🌉","Travel & Places","bridge at night","place-other"
"2668 FE0F","♨️","Travel & Places","hot springs","place-other"
2668,"♨","Travel & Places","hot springs","place-other"
1F3A0,"🎠","Travel & Places","carousel horse","place-other"
1F3A1,"🎡","Travel & Places","ferris wheel","place-other"
1F3A2,"🎢","Travel & Places","roller coaster","place-other"
1F488,"💈","Travel & Places","barber pole","place-other"
1F3AA,"🎪","Travel & Places","circus tent","place-other"
1F682,"🚂","Travel & Places",locomotive,"transport-ground"
1F683,"🚃","Travel & Places","railway car","transport-ground"
1F684,"🚄","Travel & Places","high-speed train","transport-ground"
1F685,"🚅","Travel & Places","bullet train","transport-ground"
1F686,"🚆","Travel & Places",train,"transport-ground"
1F687,"🚇","Travel & Places",metro,"transport-ground"
1F688,"🚈","Travel & Places","light rail","transport-ground"
1F689,"🚉","Travel & Places",station,"transport-ground"
1F68A,"🚊","Travel & Places",tram,"transport-ground"
1F69D,"🚝","Travel & Places",monorail,"transport-ground"
1F69E,"🚞","Travel & Places","mountain railway","transport-ground"
1F68B,"🚋","Travel & Places","tram car","transport-ground"
1F68C,"🚌","Travel & Places",bus,"transport-ground"
1F68D,"🚍","Travel & Places","oncoming bus","transport-ground"
1F68E,"🚎","Travel & Places",trolleybus,"transport-ground"
1F690,"🚐","Travel & Places",minibus,"transport-ground"
1F691,"🚑","Travel & Places",ambulance,"transport-ground"
1F692,"🚒","Travel & Places","fire engine","transport-ground"
1F693,"🚓","Travel & Places","police car","transport-ground"
1F694,"🚔","Travel & Places","oncoming police car","transport-ground"
1F695,"🚕","Travel & Places",taxi,"transport-ground"
1F696,"🚖","Travel & Places","oncoming taxi","transport-ground"
1F697,"🚗","Travel & Places",automobile,"transport-ground"
1F698,"🚘","Travel & Places","oncoming automobile","transport-ground"
1F699,"🚙","Travel & Places","sport utility vehicle","transport-ground"
1F6FB,"🛻","Travel & Places","pickup truck","transport-ground"
1F69A,"🚚","Travel & Places","delivery truck","transport-ground"
1F69B,"🚛","Travel & Places","articulated lorry","transport-ground"
1F69C,"🚜","Travel & Places",tractor,"transport-ground"
"1F3CE FE0F","🏎️","Travel & Places","racing car","transport-ground"
1F3CE,"🏎","Travel & Places","racing car","transport-ground"
"1F3CD FE0F","🏍️","Travel & Places",motorcycle,"transport-ground"
1F3CD,"🏍","Travel & Places",motorcycle,"transport-ground"
1F6F5,"🛵","Travel & Places","motor scooter","transport-ground"
1F9BD,"🦽","Travel & Places","manual wheelchair","transport-ground"
1F9BC,"🦼","Travel & Places","motorized wheelchair","transport-ground"
1F6FA,"🛺","Travel & Places","auto rickshaw","transport-ground"
1F6B2,"🚲","Travel & Places",bicycle,"transport-ground"
1F6F4,"🛴","Travel & Places","kick scooter","transport-ground"
1F6F9,"🛹","Travel & Places",skateboard,"transport-ground"
1F6FC,"🛼","Travel & Places","roller skate","transport-ground"
1F68F,"🚏","Travel & Places","bus stop","transport-ground"
"1F6E3 FE0F","🛣️","Travel & Places",motorway,"transport-ground"
1F6E3,"🛣","Travel & Places",motorway,"transport-ground"
"1F6E4 FE0F","🛤️","Travel & Places","railway track","transport-ground"
1F6E4,"🛤","Travel & Places","railway track","transport-ground"
"1F6E2 FE0F","🛢️","Travel & Places","oil drum","transport-ground"
1F6E2,"🛢","Travel & Places","oil drum","transport-ground"
26FD,"⛽","Travel & Places","fuel pump","transport-ground"
1F6A8,"🚨","Travel & Places","police car light","transport-ground"
1F6A5,"🚥","Travel & Places","horizontal traffic light","transport-ground"
1F6A6,"🚦","Travel & Places","vertical traffic light","transport-ground"
1F6D1,"🛑","Travel & Places","stop sign","transport-ground"
1F6A7,"🚧","Travel & Places",construction,"transport-ground"
2693,"⚓","Travel & Places",anchor,"transport-water"
26F5,"⛵","Travel & Places",sailboat,"transport-water"
1F6F6,"🛶","Travel & Places",canoe,"transport-water"
1F6A4,"🚤","Travel & Places",speedboat,"transport-water"
"1F6F3 FE0F","🛳️","Travel & Places","passenger ship","transport-water"
1F6F3,"🛳","Travel & Places","passenger ship","transport-water"
"26F4 FE0F","⛴️","Travel & Places",ferry,"transport-water"
26F4,"⛴","Travel & Places",ferry,"transport-water"
"1F6E5 FE0F","🛥️","Travel & Places","motor boat","transport-water"
1F6E5,"🛥","Travel & Places","motor boat","transport-water"
1F6A2,"🚢","Travel & Places",ship,"transport-water"
"2708 FE0F","✈️","Travel & Places",airplane,"transport-air"
2708,"✈","Travel & Places",airplane,"transport-air"
"1F6E9 FE0F","🛩️","Travel & Places","small airplane","transport-air"
1F6E9,"🛩","Travel & Places","small airplane","transport-air"
1F6EB,"🛫","Travel & Places","airplane departure","transport-air"
1F6EC,"🛬","Travel & Places","airplane arrival","transport-air"
1FA82,"🪂","Travel & Places",parachute,"transport-air"
1F4BA,"💺","Travel & Places",seat,"transport-air"
1F681,"🚁","Travel & Places",helicopter,"transport-air"
1F69F,"🚟","Travel & Places","suspension railway","transport-air"
1F6A0,"🚠","Travel & Places","mountain cableway","transport-air"
1F6A1,"🚡","Travel & Places","aerial tramway","transport-air"
"1F6F0 FE0F","🛰️","Travel & Places",satellite,"transport-air"
