id,name,external_id,tactics,description
attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,Ingress Tool Transfer,T1105,command_and_control,"Adversaries may transfer tools or other files from an external system into a compromised environment. Tools or files may be copied from an external adversary-controlled system to the victim network through the command and control channel or through alternate protocols such as [ftp](https://attack.mitre.org/software/S0095). Once present, adversaries may also transfer/spread tools between victim devices within a compromised environment (i.e. [Lateral Tool Transfer](https://attack.mitre.org/techniques/T1570))."
attack-pattern--e6f19759-dde3-47fc-99cc-d9f5fa4ade60,SyncAppvPublishingServer,T1216.002,defense_evasion,"Adversaries may abuse SyncAppvPublishingServer.vbs to proxy execution of malicious [PowerShell](https://attack.mitre.org/techniques/T1059/001) commands. SyncAppvPublishingServer.vbs is a Visual Basic script associated with how Windows virtualizes applications (Microsoft Application Virtualization, or App-V).(Citation: 1 - appv) For example, Windows may render Win32 applications to users as virtual applications, allowing users to launch and interact with them as if they were installed locally.(Citation: 2 - appv)(Citation: 3 - appv)"
attack-pattern--e74de37c-a829-446c-937d-56a44f0e9306,Additional Email Delegate Permissions,T1098.002,persistence|privilege_escalation,Adversaries may grant additional permission levels to maintain persistent access to an adversary-controlled email account.
attack-pattern--e7cbc1de-1f79-48ee-abfd-da1241c65a15,Code Signing Certificates,T1588.003,resource_development,Adversaries may buy and/or steal code signing certificates that can be used during targeting. Code signing is the process of digitally signing executables and scripts to confirm the software author and guarantee that the code has not been altered or corrupted. Code signing provides a level of authenticity for a program from the developer and a guarantee that the program has not been tampered with.(Citation: Wikipedia Code Signing) Users and/or security tools may trust a signed piece of code more than an unsigned piece of code even if they don't know who issued the certificate or who the author is.
attack-pattern--e848506b-8484-4410-8017-3d235a52f5b3,Serverless Execution,T1648,execution,"Adversaries may abuse serverless computing, integration, and automation services to execute arbitrary code in cloud environments. Many cloud providers offer a variety of serverless resources, including compute engines, application integration services, and web servers."
attack-pattern--e8a0a025-3601-4755-abfb-8d08283329fb,TCC Manipulation,T1548.006,defense_evasion|privilege_escalation,"Adversaries can manipulate or abuse the Transparency, Consent, & Control (TCC) service or database to execute malicious applications with elevated permissions. TCC is a Privacy & Security macOS control mechanism used to determine if the running process has permission to access the data or services protected by TCC, such as screen sharing, camera, microphone, or Full Disk Access (FDA)."
attack-pattern--ea016b56-ae0e-47fe-967a-cc0ad51af67f,Ptrace System Calls,T1055.008,defense_evasion|privilege_escalation,Adversaries may inject malicious code into processes via ptrace (process trace) system calls in order to evade process-based defenses as well as possibly elevate privileges. Ptrace system call injection is a method of executing arbitrary code in the address space of a separate live process.
attack-pattern--ea071aa0-8f17-416f-ab0d-2bab7e79003d,Power Settings,T1653,persistence,"Adversaries may impair a system's ability to hibernate, reboot, or shut down in order to extend access to infected machines. When a computer enters a dormant state, some or all software and hardware may cease to operate which can disrupt malicious activity.(Citation: Sleep, shut down, hibernate)"
attack-pattern--ea4c2f9c-9df1-477c-8c42-6da1118f2ac4,Dynamic API Resolution,T1027.007,defense_evasion,"Adversaries may obfuscate then dynamically resolve API functions called by their malware in order to conceal malicious functionalities and impair defensive analysis. Malware commonly uses various [Native API](https://attack.mitre.org/techniques/T1106) functions provided by the OS to perform various tasks such as those involving processes, files, and other system artifacts."
attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,Remote Desktop Protocol,T1021.001,lateral_movement,Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to log into a computer using the Remote Desktop Protocol (RDP). The adversary may then perform actions as the logged-on user.
attack-pattern--eb125d40-0b2d-41ac-a71a-3229241c2cd3,Logon Script (Windows),T1037.001,persistence|privilege_escalation,Adversaries may use Windows logon scripts automatically executed at logon initialization to establish persistence. Windows allows logon scripts to be run whenever a specific user or group of users log into a system.(Citation: TechNet Logon Scripts) This is done via adding a path to a script to the <code>HKCU\Environment\UserInitMprLogonScript</code> Registry key.(Citation: Hexacorn Logon Scripts)
attack-pattern--eb2cb5cb-ae87-4de0-8c35-da2a17aafb99,ListPlanting,T1055.015,defense_evasion|privilege_escalation,Adversaries may abuse list-view controls to inject malicious code into hijacked processes in order to evade process-based defenses as well as possibly elevate privileges. ListPlanting is a method of executing arbitrary code in the address space of a separate live process. Code executed via ListPlanting may also evade detection from security products since the execution is masked under a legitimate process.
attack-pattern--eb897572-8979-4242-a089-56f294f4c91d,Hide Infrastructure,T1665,command_and_control,"Adversaries may manipulate network traffic in order to hide and evade detection of their C2 infrastructure. This can be accomplished in various ways including by identifying and filtering traffic from defensive tools,(Citation: TA571) masking malicious domains to obfuscate the true destination from both automated scanning tools and security researchers,(Citation: Schema-abuse)(Citation: Facad1ng)(Citation: Browser-updates) and otherwise hiding malicious artifacts to delay discovery and prolong the effectiveness of adversary infrastructure that could otherwise be identified, blocked, or taken down entirely."
attack-pattern--ebb42bbe-62d7-47d7-a55f-3b08b61d792d,Domain or Tenant Policy Modification,T1484,defense_evasion|privilege_escalation,"Adversaries may modify the configuration settings of a domain or identity tenant to evade defenses and/or escalate privileges in centrally managed environments. Such services provide a centralized means of managing identity resources such as devices and accounts, and often include configuration settings that may apply between domains or tenants such as trust relationships, identity syncing, or identity federation."
